loss
tensor(6.8414)
tensor(7.0927)
tensor(6.8396)
tensor(7.0666)
tensor(6.9516)
tensor(7.4251)
tensor(6.5466)
tensor(7.1447)
tensor(7.0329)
tensor(5.9982)
tensor(6.5118)
tensor(5.8605)
tensor(5.7545)
tensor(6.1673)
tensor(6.3938)
tensor(5.3236)
tensor(6.5271)
tensor(7.0804)
tensor(5.6261)
tensor(6.2248)
tensor(6.8624)
tensor(6.3401)
tensor(6.9874)
tensor(6.6882)
tensor(6.3879)
tensor(6.7277)
tensor(5.6935)
tensor(6.2885)
tensor(6.1476)
tensor(6.5396)
tensor(6.3351)
tensor(5.5205)
tensor(6.0055)
tensor(6.2230)
tensor(6.9263)
tensor(5.9272)
tensor(4.9149)
